#OGID T  <I>    <V>      P_1  *=extrapolated V magnitude
32778 C 14.799 17.351  304.70
32931 C 14.239 16.707  352.70
33034 O 13.757 16.263  263.40
33145 O 14.080 16.123  166.79
33276 O 14.031 16.731  248.20
33328 C 14.481 16.968  281.20
33429 O 14.473 17.280  204.80
33482 C 14.397 16.830  314.70
33490 O 14.118 16.441  218.00
33566 O 14.831 18.208  209.10
33605 C 14.728 17.053  291.00
33787 O 14.402 17.419  262.10
33832 O 14.381 18.697  424.90
34332 C 14.579 16.971  283.40
34466 O 14.246 17.299  254.40
34722 C 14.635 16.972  272.00
34820 O 14.177 17.065  266.50
34878 O 14.191 16.241  179.88
35059 O 13.954 17.385  375.30
35067 O 13.385 17.698  386.10
35077 O 14.013 17.049  277.60
35101 O 14.939 17.811  209.20
35104 O 15.192 17.551  109.23
35180 O 14.094 16.223  172.64
35465 O 14.089 17.677  382.90
35492 O 14.697 16.913  127.98
35607 O 14.787 17.520  169.07
35622 C 14.987 18.388  347.20
35695 O 14.198 17.218  255.40
35716 C 15.094 17.737  336.70
35809 O 14.090 16.806  250.20
35857 O 14.775 18.480  272.10
36108 O 14.133 16.358  166.97
36116 C 14.944 17.662  256.80
36125 O 14.270 17.092  308.60
36161 C 15.117 18.677  432.90
36277 O 14.560 17.637  240.90
36369 O 14.830 17.449  175.41
36521 O 15.179 17.609  109.40
36733 C 14.238 16.700  300.60
37099 O 14.476 16.618  221.80
37101 O 14.561 16.764  135.20
37103 C 14.396 16.399  228.10
37168 C 14.282 17.769  561.00
37342 C 14.989 18.652  400.40
37426 O 14.211 17.204  249.60
37598 O 14.111 15.979  135.39
37762 O 14.378 16.913  277.00
37848 O 13.994 16.628  245.60
37948 C 14.374 16.906  273.50
38093 C 14.633 17.248  293.90
38158 C 14.925 17.860  354.00
38175 O 12.905 16.832  829.60
38298 C 14.228 15.949  192.40
38516 O 14.766 17.092  138.73
38575 O 15.171 17.588  119.98
38609 O 14.590 16.634  127.60
38656 C 15.087 17.496  343.10
38695 C 14.225 16.313  261.00
38750 O 14.930 17.939  203.50
38865 O 14.729 17.856  262.30
38949 C 14.712 17.418  334.20
39000 O 14.301 16.712  172.87
39262 C 15.023 17.677  427.20
39320 C 14.834 18.159  431.50
39417 O 14.203 18.181  412.60
39563 O 14.726 18.240  527.30
39569 O 14.205 18.718  389.20
39790 O 14.512 17.640  287.00
40066 O 14.209 16.835  246.70
40243 C 14.384 16.841  326.70
40336 C 15.043 18.089  257.50
40462 C 13.399 16.419  391.60
40480 O 14.165 16.990  270.00
40591 O 14.292 16.610  197.69
40624 C 14.944 17.015  232.40
40703 C 14.247 16.815  325.90
40749 O 14.252 17.248  174.28
40802 O 14.627 16.522  124.83
41150 C 15.029 17.878  257.80
41366 C 14.877 17.617  335.20
41505 O 14.439 16.476  130.37
41810 O 14.367 17.432  269.80
42056 C 14.946 17.714  477.10
42229 C 14.215 16.671  313.50
42242 C 14.238 16.758  309.40
42305 O 14.341 16.888  183.45
42404 C 14.338 16.770  285.60
42479 C 14.853 17.860  313.40
42554 O 13.333 17.107  684.50
42644 C 14.131 16.436  306.70
42657 C 14.581 17.070  298.20
42670 C 14.160 16.655  313.80
42817 O 13.654 16.918  859.10
42836 C 14.586 17.121  296.30
42850 C 14.263 16.621  324.80
42896 C 14.174 16.289  263.40
42932 O 14.352 17.040  243.50
43158 C 14.294 16.784  325.80
43619 C 14.459 17.514  331.70
43662 O 14.173 17.603  313.70
43794 C 13.681 16.227  530.70
43824 C 14.600 17.159  306.50
43860 C 14.141 16.256  244.10
44130 C 14.191 16.102  227.20
44171 C 14.055 15.989  218.50
44229 C 14.087 16.402  303.10
44302 O 14.740 17.080  119.91
44941 C 14.556 17.073  268.20
45003 O 14.479 17.049  199.94
45009 C 14.718 17.985  355.20
45094 C 14.811 16.843  213.30
45127 C 14.672 17.495  326.50
45132 O 13.691 16.806  336.70
45350 O 14.236 16.383  163.69
45434 C 14.418 17.764  480.10
45450 O 15.029 18.112  206.40
45789 C 14.173 17.070  362.80
45790 C 15.213 17.776  263.90
45845 O 14.393 17.386  223.50
46120 O 14.269 17.260  298.60
46154 C 15.208 18.180  363.60
46158 O 14.836 16.901  108.60
46191 C 14.426 17.297  323.20
46399 O 14.197 17.023  254.30
46511 C 14.217 17.279  397.90
46857 O 14.163 17.481  269.80
47038 O 14.190 17.034  246.20
47039 O 14.381 16.720  185.79
47090 O 14.118 16.940  241.30
47229 C 14.188 16.905  445.10
47339 O 14.311 18.593  222.80
47565 O 14.437 17.405  219.40
47584 C 14.245 16.594  302.60
47678 C 14.362 16.627  258.70
47846 O 14.232 17.184  239.10
47938 O 14.031 15.959  160.91
47973 C 14.391 17.091  351.20
48027 C 14.792 17.492  319.60
48035 C 14.768 17.918  395.60
48133 O 14.427 16.898  174.22
48156 O 14.626 17.669  242.60
48159 C 14.612 17.215  303.40
48196 C 14.278 16.388  258.30
48376 O 14.687 17.800  208.30
48470 C 14.823 17.114  231.50
48532 C 14.460 17.163  314.50 *
48627 O 14.241 16.593  182.08
48641 C 14.268 16.756  326.90
48647 O 15.077 17.638  113.45
48755 C 14.363 17.735  473.50
48879 C 14.608 17.748  381.50
48966 C 13.503 17.461  715.30
49150 O 14.138 16.922  254.40
49175 O 14.622 17.880  253.80
49260 C 14.877 18.460  410.50
49266 O 14.095 16.415  172.17
49294 O 14.730 17.320  148.02
49450 C 14.004 16.092  252.70
49560 C 14.322 16.809  304.40
49589 O 13.072 16.615  413.70
49642 O 14.204 16.441  207.10
49706 O 14.755 17.233  161.40
49886 C 14.196 16.619  326.50
50038 C 14.918 18.175  411.90
50080 O 14.392 16.736  186.87
50125 C 14.906 17.797  333.20
50221 C 14.781 18.029  343.20
50294 C 14.566 17.553  377.40
50418 O 14.328 16.892  202.70
50495 C 14.154 16.775  343.90
50570 O 14.213 17.095  260.40
50584 O 12.577 16.088  570.10
50634 O 15.184 18.907  414.30
50815 O 13.739 16.371  300.20
50966 O 14.197 16.787  181.09
51054 C 13.188 15.220  370.80
51082 O 15.086 19.393  333.60
51140 C 14.905 17.022  219.70
51203 O 14.489 16.964  167.51
51480 O 14.464 18.311  358.50
51632 C 14.399 16.669  268.70
51768 C 14.964 17.974  394.80
51804 O 14.204 16.892  208.80
51945 C 14.012 16.561  420.00
51998 O 12.976 16.349  643.70
52011 O 14.272 16.256  125.33
52090 O 14.207 16.590  183.84
52291 O 15.036 18.315  280.40
52298 O 14.151 17.958  378.00
52578 O 14.437 17.737  302.50
52687 O 14.242 17.278  272.70
52708 C 14.160 16.732  340.30
52713 O 14.187 17.030  242.70
52765 C 14.341 16.955  413.60
52848 O 14.137 16.677  247.70
52940 O 14.807 17.735  153.87
52958 O 14.538 17.417  196.43
53238 C 14.242 16.721  292.90
53270 C 14.754 17.484  304.20
53478 O 14.396 16.632  358.70
53502 C 14.554 17.409  362.70
53643 O 12.896 16.228  546.70
53658 C 15.250 17.896  297.20
53808 O 14.164 16.082  147.76
53992 C 15.035 18.306  420.30
54032 O 15.090 18.098  160.68
54167 O 14.806 18.212  203.80
54218 O 15.097 17.677  147.96
54240 O 13.108 16.103  448.10
54407 C 14.851 17.877  321.20
54581 O 14.717 17.975  233.30
54676 C 14.637 16.802  216.70
54903 O 14.111 16.521  202.20
54954 O 14.412 17.518  217.40
55087 O 14.288 17.966  316.60
55137 O 14.818 17.963  275.20
55202 O 14.122 16.518  209.30
55498 C 14.068 17.106  359.10
55553 C 14.217 16.768  314.30
55560 O 14.657 17.196  174.31
55701 C 14.657 18.310  436.00
56020 O 14.251 16.522  158.26
56092 C 14.728 17.061  319.90
56126 C 14.770 17.152  308.60
56234 C 14.084 16.297  246.70
56243 O 14.601 17.717  265.60
56616 C 14.409 16.971  346.30
56634 C 14.302 16.701  258.30
56785 C 14.520 17.199  264.00
56842 C 13.061 16.642  602.10
57061 C 15.154 18.241  403.20
57093 C 14.165 16.610  309.00
57162 C 14.337 16.956  324.90
57267 O 14.229 17.125  276.70
57675 C 14.209 16.580  274.00
57845 C 14.632 17.016  265.40
57884 O 14.356 16.436  151.21
58005 O 14.257 16.567  177.58
58017 O 12.421 15.708  522.50
58035 O 14.186 16.616  224.20
58264 C 15.218 18.374  343.10
58509 C 14.629 16.803  251.70
58581 O 14.232 16.677  189.22
58609 O 14.281 15.832  113.58
58655 O 14.347 16.901  230.60
58951 C 14.718 17.767  327.60
59143 C 14.338 17.891  476.30
59566 C 15.150 17.832  323.20
59728 C 14.582 17.335  303.20
59775 O 14.629 17.518  231.00
59855 O 14.286 16.294  144.78
59930 O 14.192 16.355  163.73
60072 O 14.828 18.002  205.40
60109 O 14.062 16.725  219.30
60189 O 12.178 15.114  604.90
60366 O 14.751 18.790  319.70
60438 O 14.788 17.669  182.38 *
60465 O 14.220 16.497  165.14
60501 C 14.863 17.687  253.10
60649 C 14.331 17.787  468.90
60693 C 13.045 15.932  534.80
60779 O 14.144 16.824  224.20
61047 C 14.549 17.620  385.10
61115 O 12.397 15.692  650.10
61179 O 14.311 16.581  175.74
61181 C 14.416 17.757  413.20
61420 C 14.315 16.862  282.20
61422 O 14.380 16.764  172.10
61446 C 14.447 17.659  366.30
61481 C 14.830 17.330  337.10
61554 O 14.206 17.172  240.10
61654 O 14.598 17.693  272.30
61745 O 14.423 17.401  206.00
61844 O 14.739 17.446  182.78
61969 O 14.319 16.802  174.20
61981 C 15.001 17.891  378.10
62083 O 14.475 17.336  191.97
62355 C 14.437 17.147  285.90
62401 C 14.309 17.060  338.00
62654 C 14.391 16.263  208.90
62740 C 14.986 18.488  403.70
62756 O 14.367 17.113  181.76
62796 O 14.567 18.137  350.40
62961 C 14.770 17.355  308.60
62979 O 14.554 18.006  357.70
63011 O 15.199 17.359  103.56
63588 C 14.687 17.171  348.10
63682 C 14.349 17.134  277.40
63766 C 14.971 17.191  227.50
63816 O 14.398 17.243  213.50
63850 O 14.233 16.989  226.10
63863 C 14.312 17.329  421.50
63924 C 14.231 16.726  318.50
64155 C 14.812 16.899  218.60
64310 C 14.741 17.493  393.30
64428 C 14.641 17.308  351.70
64787 C 14.142 16.602  307.80
64886 C 15.021 17.716  328.50
65005 O 14.231 18.062  417.30
65066 C 14.551 17.414  334.60
65656 C 14.638 17.222  240.40
65784 O 12.982 16.401  514.70
65806 O 14.841 16.974  112.49
66055 C 14.901 18.614  395.80
66099 C 14.663 17.295  326.20
66242 O 14.924 18.265  204.20
66307 O 13.998 16.226  158.36
66356 C 14.912 17.720  307.60
66534 O 14.988 17.924  169.29
66589 C 15.013 18.607  412.40
66656 O 14.085 16.453  215.60
66662 C 14.810 17.805  334.20
66698 O 14.669 18.592  255.30
66795 C 14.285 17.610  418.50
66842 C 14.667 17.409  326.40
66907 O 14.153 16.877  248.70
66916 O 14.650 18.780  331.20
66969 O 14.425 17.185  248.90
67018 O 14.728 17.610  224.70
67445 C 14.509 17.053  259.60
67700 C 14.791 17.687  344.10
67757 C 14.398 16.849  296.00
68252 O 13.238 15.808  322.90
68460 O 14.788 17.149  133.73
68600 C 14.520 17.188  378.00
68637 C 14.667 17.779  311.40
68663 O 14.855 17.406  154.17
68717 C 15.220 18.147  328.50
68972 O 14.128 16.353  178.11
68994 C 14.474 16.677  257.60
69123 C 14.029 16.243  267.00
69195 O 14.426 17.202  226.90
69274 O 14.215 16.865  224.70
69374 O 14.186 16.564  232.50
69528 C 13.871 16.550  447.80
69592 C 15.099 17.586  221.70
69613 O 13.023 16.960  548.30
69742 C 14.359 16.709  285.20
69981 O 14.859 16.878  123.99
69984 O 14.173 16.294  205.00
70126 O 14.106 16.599  221.50
70183 O 14.154 16.488  190.41
70417 C 14.431 16.748  271.50
70582 C 14.967 17.857  367.00
70688 C 14.688 16.370  213.00
70710 C 14.733 16.876  358.90
70894 C 14.254 16.732  286.50 *
71050 O 14.272 16.396  144.36
71295 C 14.343 16.856  331.00
71425 C 15.047 18.164  258.30
71465 C 14.558 17.250  727.30
71798 C 14.867 18.325  355.90
71800 O 14.735 18.145  435.20
71962 C 14.612 17.532  309.30
72253 C 14.378 16.125  153.20
72373 C 14.938 17.883  285.50
72646 C 14.303 16.802  308.00
72729 O 14.608 18.214  260.60
72751 C 15.192 17.554  234.00
72777 C 14.597 16.464  190.27
72912 C 14.209 16.528  266.40
73049 O 14.078 16.715  204.90
73125 C 14.686 16.655  229.70
73176 C 15.019 17.536  314.00
73241 O 13.367 19.148  763.50
73251 C 14.333 16.940  305.10
73326 C 14.622 18.258  430.50
73600 C 14.796 18.036  425.90
73762 O 14.021 15.848  160.37
73785 O 14.275 16.714  171.99
74002 O 14.286 16.242  146.95
74179 O 13.741 17.272  367.30
74368 C 14.403 16.929  319.70
74380 O 14.454 17.364  239.70
74404 C 14.222 16.472  300.90
74441 C 14.253 16.942  321.00
74641 O 14.124 17.158  240.00
74660 C 14.337 16.590  258.60
75330 O 13.970 16.222  204.20
75630 C 14.629 17.927  406.50
75835 O 14.544 17.323  202.00
75986 O 15.217 18.715  397.90
76079 O 13.621 18.080  561.60
76083 O 14.260 16.394  188.14
76310 C 14.343 16.544  239.90
76317 O 15.023 18.118  178.01
76325 O 14.301 16.643  153.04
76335 C 15.193 17.787  354.40
76673 C 14.330 16.926  294.70
76706 C 14.632 17.168  313.90
76757 C 14.645 17.427  353.10
77184 C 14.610 17.213  290.00
77221 C 14.281 16.308  217.80
77228 C 14.990 17.896  313.30
77253 O 15.192 18.720  209.70
77344 C 14.843 17.930  326.30
77553 C 14.855 17.455  268.30
77575 C 14.691 17.075  284.10
77675 O 14.933 17.763  165.89
77797 C 15.031 17.543  332.60
78033 C 14.806 18.271  403.30
78118 C 14.088 16.516  323.70
78141 C 15.222 18.300  311.10
78306 O 14.100 17.164  412.30
78336 C 14.732 17.770  342.30
78377 C 14.102 16.555  284.10
78617 O 14.345 16.771  245.10
78624 C 14.515 17.520  373.10
78667 C 15.037 17.834  300.70
78834 C 15.125 17.997  513.80
79097 C 14.390 16.924  291.10
79120 O 14.920 17.742  138.01
79208 O 14.995 18.288  225.60
79250 C 14.156 16.587  317.20
79341 O 13.627 16.853  708.90
79583 O 15.108 17.461  119.54
79837 O 14.539 18.156  326.80 *
79884 C 14.651 18.098  400.00
79963 O 14.194 17.881  387.70
80101 C 15.094 17.967  329.40
80122 C 15.060 17.680  302.10
80277 C 14.365 16.365  212.20
80311 C 14.324 16.563  180.34
80320 C 15.066 18.344  398.10
80328 C 14.978 17.806  257.20
80380 O 14.248 16.324  140.65
80427 O 13.227 16.299  323.70
80532 C 14.109 16.439  302.20
80536 C 14.407 16.976  304.20
80606 O 13.975 17.380  321.50
80698 C 14.750 16.640  153.49
80716 C 14.781 17.383  302.40
80803 C 14.130 16.501  310.80
80810 O 14.431 17.247  165.42
80935 O 14.280 17.208  198.15
81060 C 14.776 17.867  320.50
81170 C 14.765 18.550  453.60
81220 C 13.557 16.794  568.00
81315 C 14.350 16.969  273.50
81321 C 14.806 17.531  299.60
81328 O 14.870 17.660  266.30
81400 C 14.155 16.408  257.40
81458 O 14.154 17.658  376.70
81519 O 15.077 17.733  142.63
81655 O 14.488 16.613  147.54
81656 O 14.483 16.767  173.65
81800 O 13.657 17.317  385.00
81885 O 14.270 16.670  232.30
81991 O 14.400 16.544  148.47
82026 O 14.218 16.179  152.85
82039 C 14.395 17.099  296.20
82105 C 13.544 16.941  532.20
82213 C 15.238 17.976  296.50 *
82281 O 14.173 16.606  213.90
82472 C 14.081 16.500  308.60
82475 C 14.255 17.156  367.80
82526 O 15.028 17.263  141.50
82614 C 14.726 17.692  301.90
82737 O 12.928 16.763  579.60
82816 O 14.117 16.305  163.63
82868 C 14.554 16.688  228.80
83167 C 15.233 17.493  231.80
83338 O 14.072 16.559  246.00
83464 C 14.272 16.975  369.30
83651 C 14.102 16.605  326.80
83756 C 14.662 16.722  171.97
83863 O 15.086 17.852  146.81
83875 O 14.555 17.496  203.50
83882 O 13.790 18.144  617.20
84032 C 15.211 18.699  378.90
84063 O 13.394 16.991  576.10
84387 O 14.624 17.254  193.16
84588 C 14.957 18.727  437.00
84694 C 15.000 18.601  482.00
84893 C 15.117 17.982  334.40
85097 O 14.284 17.145  237.70
85224 C 14.085 16.121  228.60
85350 C 14.298 17.018  380.00
85382 O 12.785 16.372  262.10
85456 O 15.062 19.325  316.80
85460 C 14.635 17.537  327.30
85475 C 14.795 17.972  384.70
85828 C 14.336 17.147  319.20
85935 C 14.101 16.605  318.60
